CustomerID,Recency,Frequency,Monetary,Cluster
12747.0,2,11,3073.41,3
12748.0,1,203,26279.22,2
12749.0,4,5,4032.98,1
12820.0,3,4,923.62,1
12821.0,214,1,92.72,0
12822.0,71,2,806.08,1
12824.0,60,1,397.12,1
12826.0,3,7,1460.8,1
12827.0,6,3,430.15,1
12828.0,3,6,1018.71,1
12829.0,337,2,221.0,0
12831.0,262,1,150.25,0
12832.0,32,2,383.03,1
12833.0,145,1,417.38,0
12834.0,283,1,312.38,0
12836.0,59,4,2518.27,1
12837.0,173,1,134.1,0
12838.0,34,2,683.13,1
12839.0,3,14,5287.57,3
12840.0,144,4,2726.77,1
12841.0,5,25,3628.69,3
12842.0,70,2,738.51,1
12843.0,66,8,1608.54,1
12844.0,29,2,325.96000000000004,1
12845.0,269,2,71.79,0
12847.0,22,1,700.54,1
12849.0,31,2,878.49,1
12851.0,97,1,135.18,1
12852.0,295,1,311.55,0
12853.0,135,6,1743.9,1
12854.0,79,3,1189.3,1
12855.0,373,1,38.1,0
12856.0,8,6,2139.13,1
12857.0,211,2,1106.4,0
12863.0,52,1,109.2,1
12864.0,138,1,10.2,0
12867.0,26,7,3720.42,1
12868.0,186,6,1607.0600000000002,0
12871.0,84,2,135.84,1
12872.0,327,2,562.47,0
12873.0,282,1,68.0,0
12877.0,4,12,1512.61,1
12878.0,236,2,854.99,0
12879.0,45,3,220.66,1
12881.0,276,1,298.0,0
12882.0,9,2,995.4,1
12883.0,25,4,703.47,1
12884.0,88,1,309.05,1
12885.0,63,3,1175.22,1
12886.0,68,2,1319.96,1
12888.0,214,2,354.12,0
12890.0,24,1,373.63,1
12893.0,31,1,188.14,1
12895.0,42,2,372.8,1
12897.0,205,2,100.5,0
12901.0,10,15,1315.35,1
12902.0,265,1,138.68,0
12904.0,18,2,478.83,1
12906.0,12,5,1190.17,1
12909.0,40,5,1802.63,1
12910.0,23,8,2297.02,1
12912.0,8,4,834.66,1
12913.0,5,5,1118.45,1
12915.0,149,2,363.65,0
12916.0,139,4,2475.75,1
12919.0,8,6,1227.91,1
12920.0,17,1,150.19,1
12921.0,9,37,13833.57,3
12922.0,161,1,377.3,0
12923.0,64,1,176.97,1
12924.0,88,4,664.9,1
12925.0,5,2,680.13,1
12928.0,35,5,1739.74,1
12929.0,312,1,117.85,0
12930.0,78,2,402.36,1
12931.0,67,2,48.16,1
12933.0,24,3,508.07,1
12935.0,2,7,2005.9,1
12936.0,17,3,911.9,1
12937.0,15,4,1279.87,1
12938.0,26,1,100.22,1
12939.0,335,1,81.36,0
12940.0,55,2,904.42,1
12942.0,131,3,683.9,1
12944.0,36,2,604.51,1
12945.0,288,1,404.95,0
12947.0,144,5,1534.99,1
12948.0,16,7,2032.31,1
12949.0,31,8,4084.82,3
12950.0,8,2,284.2,1
12951.0,9,6,1064.07,1
12952.0,6,4,1327.31,1
12953.0,10,1,329.85,1
12955.0,1,11,3379.66,3
12956.0,306,1,108.07,0
12957.0,10,8,3949.54,1
12962.0,7,2,266.39,1
12963.0,8,8,1837.91,1
12965.0,89,1,771.91,1
12966.0,10,1,160.18,1
12967.0,358,2,966.7,0
12968.0,112,1,135.95,1
12970.0,7,4,437.12,1
12971.0,4,80,5895.280000000001,3
12974.0,198,1,144.8,0
12976.0,212,1,303.6,0
12977.0,156,1,39.24,0
12980.0,158,8,4962.900000000001,3
12981.0,30,2,372.22,1
12982.0,243,1,376.5,0
12984.0,19,1,97.5,1
12985.0,1,2,1048.82,1
12987.0,74,2,558.7,1
12988.0,292,1,535.32,0
12989.0,3,10,1719.23,1
12990.0,31,3,351.0,1
12991.0,23,2,461.26,1
12993.0,23,4,414.76,1
12994.0,4,3,974.42,1
12997.0,22,4,1035.49,1
12999.0,196,3,401.28,0
13000.0,260,2,439.81,0
13001.0,4,13,5176.0,3
13002.0,318,1,120.95,0
13003.0,151,2,89.05000000000001,0
13004.0,12,18,5494.11,3
13005.0,174,2,513.7,0
13006.0,56,1,81.57,1
13008.0,323,1,229.47,0
13011.0,372,1,50.55,0
13012.0,9,8,1647.8,1
13013.0,1,13,4654.1,3
13014.0,11,10,3387.08,3
13015.0,53,5,3321.68,1
13016.0,73,3,789.89,1
13018.0,16,28,6974.82,3
13021.0,4,9,2358.26,1
13023.0,64,2,675.86,1
13026.0,1,4,341.88,1
13028.0,23,2,613.4399999999999,1
13029.0,31,2,865.0,1
13030.0,11,2,799.48,1
13032.0,52,2,1010.18,1
13033.0,357,1,190.55,0
13034.0,55,2,642.77,1
13035.0,74,2,349.20000000000005,1
13037.0,138,3,881.07,1
13038.0,80,3,908.46,1
13040.0,9,2,676.99,1
13043.0,273,1,327.3,0
13044.0,291,1,560.47,0
13045.0,99,1,305.28000000000003,1
13046.0,31,2,629.31,1
13047.0,32,10,3183.46,1
13048.0,14,4,1835.91,1
13049.0,64,2,479.08,1
13050.0,15,17,5524.38,3
13052.0,212,1,295.05,0
13055.0,78,3,1173.61,1
13058.0,25,3,271.40000000000003,1
13059.0,250,1,183.4,0
13060.0,254,1,307.53,0
13061.0,72,1,248.61,1
13062.0,191,1,286.5,0
13064.0,13,4,1084.57,1
13065.0,373,1,205.86,0
13066.0,24,2,470.8,1
13067.0,82,1,115.46,1
13069.0,1,24,3593.52,3
13070.0,192,1,228.8,0
13072.0,267,1,177.15,0
13075.0,130,1,477.21,1
13077.0,1,4,654.0600000000001,1
13078.0,3,26,8503.34,3
13079.0,4,5,220.1,1
13080.0,179,1,58.08,0
13081.0,12,10,20507.58,3
13082.0,126,9,1331.71,1
13083.0,4,2,303.75,1
13085.0,158,2,315.28000000000003,0
13089.0,3,89,43423.03,2
13090.0,9,14,6101.22,3
13091.0,28,1,281.08,1
13092.0,71,5,469.51,1
13093.0,276,8,4322.27,0
13094.0,206,2,106.2,0
13095.0,71,1,60.48,1
13097.0,33,10,5764.9,3
13098.0,1,27,12990.48,3
13101.0,234,1,75.45,0
13102.0,1,24,5689.09,3
13103.0,40,1,243.94,1
13104.0,3,4,570.48,1
13106.0,133,1,76.5,1
13107.0,44,4,1141.5,1
13108.0,373,1,197.3,0
13109.0,60,2,779.7,1
13110.0,31,7,1488.67,1
13113.0,1,24,5810.54,3
13115.0,12,4,2108.96,1
13116.0,138,1,501.14,1
13117.0,22,8,932.35,1
13118.0,20,5,1197.81,1
13120.0,239,1,30.6,0
13121.0,269,1,268.61,0
13122.0,240,1,884.95,0
13124.0,90,3,3465.33,1
13126.0,5,8,1961.52,1
13127.0,78,1,259.17,1
13130.0,94,1,64.0,1
13131.0,23,3,996.8,1
13132.0,262,1,77.3,0
13133.0,274,2,109.8,0
13134.0,86,4,1720.14,1
13136.0,56,5,2607.61,1
13137.0,11,8,3636.49,1
13138.0,22,6,962.39,1
13139.0,16,7,3482.64,1
13140.0,108,3,423.72,1
13141.0,85,5,2348.43,1
13142.0,19,1,245.77,1
13144.0,333,1,110.95,0
13145.0,40,4,592.6,1
13146.0,26,1,228.91,1
13147.0,43,2,237.6,1
13148.0,29,12,3590.62,3
13149.0,14,4,1463.18,1
13151.0,296,1,1227.27,0
13153.0,6,1,140.46,1
13155.0,33,4,971.76,1
13157.0,49,4,1515.98,1
13158.0,95,4,1193.5,1
13159.0,9,4,1412.29,1
13160.0,22,1,91.8,1
13161.0,313,1,112.75,0
13162.0,122,4,1195.95,1
13165.0,46,2,349.28,1
13166.0,283,1,417.2,0
13167.0,19,4,625.61,1
13168.0,36,4,1319.19,1
13169.0,64,2,661.1,1
13170.0,27,1,109.17,1
13171.0,22,3,468.41,1
13173.0,4,2,340.21,1
13174.0,16,3,2758.44,1
13176.0,46,1,398.88,1
13177.0,65,1,282.45,1
13178.0,26,11,4760.55,3
13182.0,45,1,121.18,1
13183.0,8,9,1278.78,1
13184.0,15,10,1484.21,1
13185.0,268,1,71.4,0
13186.0,40,3,1562.77,1
13187.0,337,1,236.02,0
13188.0,11,1,114.6,1
13189.0,19,2,167.28,1
13192.0,95,2,911.94,1
13193.0,61,1,117.88,1
13194.0,136,1,60.7,1
13196.0,11,4,1797.78,1
13198.0,10,6,3342.8,1
13199.0,8,21,3733.6,3
13200.0,19,4,726.57,1
13203.0,10,4,848.58,1
13207.0,15,2,250.26,1
13208.0,59,6,1178.9,1
13209.0,30,7,5269.01,3
13210.0,94,1,293.0,1
13211.0,10,3,483.42,1
13212.0,20,3,788.08,1
13213.0,57,5,1338.58,1
13216.0,268,1,10.5,0
13217.0,122,1,52.02,1
13218.0,127,1,56.76,1
13220.0,78,4,819.2900000000001,1
13221.0,240,2,847.41,0
13223.0,200,1,62.4,0
13224.0,60,2,1892.92,1
13226.0,273,1,108.21,0
13227.0,202,1,257.7,0
13229.0,226,1,160.95,0
13230.0,4,14,2748.29,3
13232.0,13,7,1291.36,1
13233.0,74,2,477.2,1
13235.0,212,1,955.47,0
13236.0,24,2,695.53,1
13238.0,23,3,596.73,1
13239.0,262,1,292.12,0
13240.0,96,4,663.65,1
13242.0,112,3,270.40000000000003,1
13243.0,203,1,600.07,0
13244.0,93,1,121.74,1
13245.0,51,1,430.5,1
13246.0,18,6,927.76,1
13247.0,18,4,474.72,1
13248.0,125,2,446.96,1
13249.0,93,1,127.73,1
13253.0,157,2,419.96,0
13255.0,9,2,309.51,1
13258.0,12,3,558.98,1
13259.0,62,1,292.32,1
13260.0,61,1,380.92,1
13261.0,269,2,772.5,0
13262.0,263,1,200.29,0
13263.0,1,35,7201.45,3
13265.0,53,5,1497.62,1
13266.0,11,12,2442.06,1
13267.0,3,19,4417.49,3
13268.0,18,10,2918.15,1
13269.0,1,15,4754.51,3
13271.0,37,1,217.38,1
13272.0,31,2,276.56,1
13273.0,113,1,128.54,1
13276.0,64,2,590.9300000000001,1
13277.0,16,3,159.4,1
13278.0,41,1,474.81,1
13279.0,78,1,137.75,1
13280.0,122,3,807.3,1
13282.0,18,3,1132.14,1
13283.0,60,2,93.66,1
13284.0,331,1,201.19,0
13285.0,23,4,2709.12,1
13291.0,156,1,361.11,0
13292.0,39,2,548.6999999999999,1
13294.0,190,2,873.74,0
13295.0,360,1,201.2,0
13296.0,137,1,87.4,1
13297.0,8,4,1658.09,1
13298.0,1,1,90.0,1
13299.0,268,1,142.5,0
13300.0,169,1,371.89,0
13301.0,104,4,587.49,1
13302.0,155,1,63.75,0
13304.0,351,1,275.7,0
13305.0,4,10,1592.86,1
13307.0,120,1,15.0,1
13308.0,23,3,1175.63,1
13309.0,7,5,1399.73,1
13310.0,28,3,1132.03,1
13311.0,4,2,488.5700000000001,1
13313.0,22,5,1475.12,1
13314.0,2,3,775.94,1
13316.0,37,4,685.49,1
13317.0,66,6,2232.88,1
13318.0,1,3,531.44,1
13319.0,5,26,10179.79,3
13320.0,78,4,1548.7,1
13321.0,86,1,259.04,1
13322.0,17,1,199.48,1
13323.0,3,5,583.85,1
13324.0,36,9,2283.75,1
13325.0,82,1,471.3,1
13327.0,39,8,2763.27,1
13328.0,316,1,235.68,0
13329.0,32,2,443.88,1
13330.0,93,3,1005.33,1
13332.0,14,1,350.9,1
13334.0,82,3,3455.2200000000003,1
13336.0,77,1,781.2,1
13338.0,158,1,447.42,0
13339.0,201,1,860.12,0
13340.0,45,6,2440.96,1
13341.0,261,1,775.85,0
13343.0,178,1,353.43,0
13344.0,68,3,2543.72,1
13345.0,288,1,389.5,0
13347.0,70,1,198.8,1
13348.0,64,1,233.76,1
13349.0,11,1,247.32,1
13350.0,16,2,979.12,1
13351.0,66,1,373.94,1
13352.0,60,1,397.98,1
13354.0,71,1,701.41,1
13355.0,122,1,633.9,1
13356.0,80,1,768.24,1
13357.0,257,1,569.15,0
13358.0,269,1,420.31,0
13359.0,64,1,439.56,1
13362.0,9,4,3029.14,1
13363.0,18,2,959.74,1
13364.0,71,1,134.95999999999998,1
13365.0,34,2,2225.37,1
13368.0,257,2,609.48,0
13369.0,366,1,268.28000000000003,0
13370.0,372,1,740.95,0
13372.0,90,1,378.64,1
13373.0,61,3,3165.67,1
13375.0,89,1,657.9300000000001,1
13376.0,99,3,1019.76,1
13379.0,26,3,572.56,1
13381.0,32,6,3519.55,1
13382.0,281,1,222.99,0
13384.0,31,7,3150.91,1
13385.0,330,1,534.57,0
13388.0,131,2,677.1,1
13389.0,11,3,797.96,1
13390.0,75,1,424.08,1
13391.0,204,1,59.8,0
13394.0,2,8,2030.54,1
13395.0,185,1,299.08,0
13396.0,29,2,1178.09,1
13397.0,73,5,1381.41,1
13398.0,192,1,443.42,0
13402.0,127,2,621.23,1
13403.0,18,1,30.0,1
13404.0,1,2,252.49,1
13405.0,74,3,572.451,1
13408.0,2,53,10926.1,3
13410.0,24,4,588.34,1
13411.0,107,1,213.55,1
13414.0,134,2,568.5,1
13416.0,44,2,712.5,1
13417.0,5,2,640.83,1
13418.0,12,18,5530.61,3
13419.0,64,1,221.06,1
13420.0,150,2,159.85,0
13421.0,40,2,1588.04,1
13422.0,64,1,2574.1,1
13425.0,108,3,1157.65,1
13426.0,1,10,3098.12,1
13427.0,19,3,465.24,1
13428.0,10,1,218.47,1
13429.0,11,4,829.44,1
13430.0,19,2,642.25,1
13431.0,67,2,1003.9,1
13434.0,74,2,179.04000000000002,1
13435.0,5,7,2114.16,1
13436.0,2,1,196.89,1
13437.0,14,7,3204.06,1
13439.0,255,1,273.27,0
13441.0,92,1,195.36,1
13447.0,23,3,1129.14,1
13448.0,17,6,3389.53,1
13449.0,24,1,291.88,1
13450.0,27,6,1272.48,1
13451.0,26,5,2925.15,1
13452.0,259,2,590.0,0
13453.0,166,2,356.98,0
13455.0,25,2,1058.34,1
13456.0,18,6,1351.72,1
13458.0,7,14,7949.17,3
13460.0,29,2,183.44,1
13461.0,39,3,329.8,1
13462.0,253,1,151.5,0
13464.0,58,1,674.68,1
13466.0,184,1,243.1,0
13467.0,11,2,1083.71,1
13468.0,2,37,5035.49,3
13470.0,99,2,165.0,1
13471.0,1,4,2500.38,1
13473.0,61,2,412.56,1
13474.0,236,1,229.59,0
13475.0,191,4,1355.46,0
13476.0,179,2,1197.67,0
13477.0,38,6,1412.34,1
13479.0,201,2,300.95,0
13481.0,46,5,1763.76,1
13482.0,232,1,184.64,0
13483.0,66,1,140.34,1
13484.0,241,1,313.8,0
13485.0,233,1,430.84,0
13486.0,78,3,1114.85,1
13487.0,58,3,575.4,1
13488.0,17,13,8222.03,3
13489.0,105,3,175.44,1
13491.0,52,10,1189.54,1
13494.0,312,1,296.1,0
13495.0,8,5,1716.07,1
13496.0,11,2,653.33,1
13497.0,283,2,348.05,0
13499.0,18,5,662.99,1
13500.0,23,3,1122.25,1
13502.0,17,3,292.0,1
13503.0,71,1,216.85,1
13504.0,64,1,295.93,1
13506.0,316,2,421.2,0
13507.0,3,4,2420.96,1
13508.0,244,1,110.97,0
13509.0,9,6,677.6800000000001,1
13510.0,1,4,1722.92,1
13512.0,261,1,251.21,0
13513.0,127,1,145.1,1
13514.0,74,1,152.20000000000002,1
13515.0,73,4,891.12,1
13516.0,21,3,635.41,1
13517.0,60,3,2080.54,1
13518.0,86,1,645.52,1
13519.0,78,1,122.75,1
13521.0,1,3,1093.65,1
13522.0,30,1,125.8,1
13523.0,33,5,3573.08,1
13524.0,41,5,610.94,1
13525.0,15,1,113.9,1
13527.0,34,7,2209.15,1
13529.0,79,2,307.76,1
13531.0,205,2,483.8,0
13532.0,34,1,210.31,1
13533.0,183,3,270.79,0
13534.0,2,25,5870.08,3
13536.0,1,7,2777.86,1
13538.0,43,7,1280.85,1
13539.0,86,3,617.4200000000001,1
13544.0,40,2,291.41,1
13546.0,12,3,626.99,1
13548.0,96,2,621.39,1
13549.0,26,7,897.4,1
13551.0,319,1,91.8,0
13552.0,66,12,2988.65,3
13555.0,74,4,2602.94,1
13557.0,28,2,524.06,1
13558.0,6,4,605.06,1
13560.0,7,1,174.37,1
13561.0,216,1,60.26,0
13562.0,82,3,1780.61,1
13563.0,84,2,684.23,1
13564.0,144,3,1707.98,1
13565.0,19,2,240.22,1
13566.0,41,2,874.71,1
13568.0,173,1,192.85,0
13569.0,17,2,373.75,1
13570.0,243,1,239.49,0
13571.0,13,12,2077.82,1
13572.0,206,1,821.13,0
13573.0,50,2,271.36,1
13575.0,23,5,732.0699999999999,1
13576.0,10,17,2032.66,3
13577.0,25,4,1687.6,1
13579.0,15,2,426.24,1
13581.0,309,1,118.0,0
13583.0,156,1,710.95,0
13584.0,307,1,142.4,0
13587.0,64,1,533.4,1
13588.0,16,9,2382.71,1
13589.0,15,2,379.65,1
13590.0,11,6,1443.0,1
13591.0,65,3,1117.13,1
13592.0,36,4,247.96,1
13593.0,108,5,2037.08,1
13594.0,53,1,396.97,1
13596.0,6,2,697.04,1
13598.0,47,1,180.17,1
13599.0,1,21,4252.11,3
13600.0,312,1,167.02,0
13601.0,45,2,663.08,1
13602.0,65,1,398.65,1
13603.0,26,1,164.34,1
13606.0,29,2,179.92,1
13607.0,40,1,678.01,1
13610.0,12,7,1131.88,1
13611.0,89,3,1005.96,1
13614.0,24,4,1610.46,1
13615.0,319,1,417.69,0
13617.0,40,3,514.54,1
13618.0,174,1,154.54,0
13621.0,117,1,209.85,1
13623.0,31,5,693.7,1
13626.0,253,1,257.23,0
13627.0,59,5,1348.43,1
13629.0,143,1,336.36,0
13630.0,5,7,949.74,1
13631.0,100,6,492.5,1
13632.0,25,5,2033.91,1
13634.0,33,5,1575.16,1
13635.0,68,1,1071.03,1
13636.0,37,5,942.28,1
13637.0,52,3,810.5,1
13638.0,16,1,122.64,1
13639.0,74,1,646.34,1
13642.0,216,1,354.8,0
13643.0,31,3,519.44,1
13644.0,16,4,2365.54,1
13645.0,120,1,50.5,1
13647.0,10,4,1413.02,1
13649.0,257,2,346.6,0
13650.0,17,6,1836.34,1
13651.0,35,2,94.2,1
13652.0,46,3,1067.24,1
13654.0,43,6,2538.87,1
13655.0,114,2,900.57,1
13656.0,165,2,339.69,0
13657.0,11,2,336.0,1
13658.0,10,5,2625.25,1
13659.0,206,2,1451.52,0
13662.0,86,3,874.36,1
13663.0,179,1,189.47,0
13666.0,60,3,84.65,1
13667.0,149,1,305.02,0
13668.0,3,21,4844.31,3
13669.0,51,2,172.95,1
13670.0,75,1,349.7,1
13672.0,301,2,186.39,0
13673.0,19,2,396.92,1
13675.0,151,2,473.38,0
13678.0,152,1,72.56,0
13680.0,1,4,2196.94,1
13681.0,18,4,827.83,1
13682.0,187,1,59.5,0
13684.0,286,1,67.23,0
13685.0,3,4,20.92,1
13686.0,183,1,72.0,0
13689.0,63,1,15.0,1
13690.0,59,1,172.25,1
13692.0,25,3,843.44,1
13694.0,4,20,3371.01,3
13695.0,31,13,1709.53,1
13697.0,39,1,151.29999999999998,1
13699.0,155,1,308.58000000000004,0
13700.0,26,10,1865.12,1
13703.0,318,1,99.5,0
13704.0,5,9,2259.1,1
13705.0,8,3,657.78,1
13706.0,303,1,330.79,0
13707.0,267,2,746.41,0
13708.0,271,1,282.96,0
13709.0,4,13,5684.85,3
13710.0,32,1,94.56,1
13711.0,219,2,252.06,0
13712.0,247,1,88.2,0
13715.0,281,5,1065.9,0
13716.0,269,1,138.28,0
13717.0,32,6,1219.97,1
13718.0,246,2,296.55,0
13719.0,15,5,931.16,1
13720.0,117,4,720.7,1
13721.0,36,1,524.14,1
13722.0,132,3,2314.9300000000003,1
13723.0,217,1,199.85,0
13725.0,50,8,1943.12,1
13726.0,39,2,429.12,1
13727.0,29,2,333.48,1
13728.0,37,6,1016.14,1
13730.0,136,2,729.1999999999999,1
13731.0,219,2,610.59,0
13732.0,28,1,491.86,1
13735.0,25,4,2818.04,1
13736.0,5,2,731.9,1
13737.0,200,1,265.65,0
13739.0,18,1,125.1,1
13740.0,241,1,266.51,0
13741.0,72,3,668.4300000000001,1
13742.0,17,12,3103.06,3
13743.0,3,7,805.1999999999999,1
13744.0,95,2,1051.6,1
13745.0,162,1,241.36,0
13747.0,374,1,79.6,0
13748.0,96,4,438.25,1
13750.0,54,3,387.98,1
13751.0,288,1,131.25,0
13752.0,124,6,867.44,1
13753.0,288,1,710.66,0
13754.0,152,2,173.39999999999998,0
13755.0,4,9,2083.95,1
13756.0,2,13,2979.44,3
13758.0,12,7,2201.59,1
13759.0,33,2,501.49,1
13760.0,54,2,286.79,1
13761.0,50,2,1070.65,1
13762.0,219,1,133.2,0
13763.0,63,1,308.40000000000003,1
13764.0,71,3,1521.76,1
13767.0,2,37,9986.46,3
13769.0,2,10,2355.87,1
13771.0,64,4,2330.9700000000003,1
13772.0,34,3,1132.13,1
13774.0,82,1,345.0,1
13777.0,9,20,3356.44,3
13778.0,103,1,178.7,1
13780.0,7,2,274.21,1
13781.0,251,1,127.84,0
13782.0,13,6,898.56,1
13784.0,113,5,511.71,1
13786.0,367,1,148.8,0
13787.0,76,2,269.8,1
13790.0,4,1,236.84,1
13792.0,66,2,195.55,1
13798.0,8,24,2580.11,3
13799.0,117,2,688.86,1
13800.0,310,1,558.32,0
13801.0,67,1,324.8,1
13802.0,139,3,1541.02,1
13803.0,255,1,277.07,0
13804.0,31,7,2533.19,1
13806.0,64,1,256.38,1
13807.0,367,1,112.6,0
13808.0,6,5,1490.26,1
13819.0,302,3,650.25,0
13821.0,145,2,385.64,0
13822.0,6,2,504.1,1
13823.0,19,2,865.86,1
13824.0,33,5,1301.06,1
13826.0,176,1,189.5,0
13827.0,58,3,412.05,1
13828.0,22,1,168.45,1
13831.0,16,5,1036.47,1
13832.0,19,1,52.2,1
13833.0,159,1,384.8,0
13835.0,25,4,834.57,1
13837.0,212,2,226.24,0
13838.0,6,4,691.73,1
13842.0,59,9,3311.1,1
13844.0,11,1,361.62,1
13845.0,65,1,157.86,1
13846.0,25,3,865.0600000000001,1
13849.0,52,2,1537.95,1
13850.0,129,1,1595.48,1
13851.0,96,3,1606.98,1
13853.0,57,1,971.7,1
13854.0,9,24,5991.12,3
13856.0,169,3,120.3,0
13858.0,57,1,216.17,1
13859.0,326,1,201.16,0
13860.0,1,5,1236.78,1
13862.0,18,8,2182.96,1
13863.0,248,1,305.78,0
13865.0,58,4,501.56,1
13866.0,74,1,145.67000000000002,1
13867.0,31,3,1015.29,1
13868.0,39,1,488.82,1
13869.0,123,4,3074.35,1
13870.0,2,8,2008.44,1
13871.0,23,13,6198.05,3
13873.0,120,3,389.6,1
13874.0,358,1,458.85,0
13875.0,54,5,1568.87,1
13876.0,64,1,122.7,1
13877.0,86,1,17.4,1
13878.0,55,1,1253.69,1
13880.0,21,13,3189.53,3
13881.0,18,13,3553.76,3
13882.0,3,5,1010.69,1
13883.0,11,5,2592.88,1
13884.0,7,5,718.3000000000001,1
13885.0,189,2,506.8,0
13886.0,71,1,243.56,1
13887.0,204,1,349.55,0
13888.0,120,2,605.63,1
13889.0,93,1,416.9,1
13890.0,1,10,1883.81,1
13892.0,27,4,410.01,1
13893.0,298,1,372.3,0
13894.0,24,2,443.3,1
13895.0,28,4,2243.4700000000003,1
13897.0,50,1,311.16,1
13898.0,326,1,155.93,0
13899.0,16,2,388.52,1
13900.0,183,3,638.95,0
13901.0,72,5,2644.48,1
13904.0,37,2,332.64,1
13908.0,80,4,2097.35,1
13911.0,144,8,2064.91,1
13914.0,12,2,617.33,1
13917.0,50,2,272.04,1
13918.0,50,2,585.0,1
13922.0,352,1,159.65,0
13923.0,54,1,351.13,1
13924.0,2,6,1698.75,1
13925.0,93,4,645.05,1
13926.0,23,1,223.85,1
13927.0,75,1,348.99,1
13928.0,11,4,464.57,1
13929.0,169,2,444.65,0
